dataset_id,accession,cohort_role,sample_id,gsm_id,patient_id,section_id,specimen_type,disease,treatment_context,platform,expression_path,raw_expression_path,spatial_path,image_path,coordinates_path,scalefactors_path,metadata_source,has_expression_expected,has_coordinates_expected,has_image_expected,public_no_auth,include_primary,include_reason,exclude_reason,notes
GSE272362,GSE272362,main_primary_metastasis,GSM8399479_S22_Sample30_C2_Blu,GSM8399479,patient_unknown_sample_30,Sample_30,liver_metastasis,PDAC,not_applicable_or_metadata_required,spatial_transcriptomics_author_processed,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399479_S22_Sample30_C2_Blu_spatial_enrichment.csv,,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399479_S22_Sample30_C2_Blu_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399479_S22_Sample30_C2_Blu_tissue_positions.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE272362\GSM8399479_S22_Sample30_C2_Blu_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,expression_file_is_spatial_enrichment_csv_not_raw_count_matrix;GSE272362_patient_id_inferred_from_Sxx_filename_pattern_not_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641003_C1_D10_ROI1_s1,GSM8641003,C1_D10,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641003_C1_D10_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641003_C1_D10_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641003_C1_D10_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641003_C1_D10_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641003_C1_D10_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641004_C1_D10_ROI2_s1,GSM8641004,C1_D10,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641004_C1_D10_ROI2_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641004_C1_D10_ROI2_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641004_C1_D10_ROI2_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641004_C1_D10_ROI2_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641004_C1_D10_ROI2_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641005_C1_D11_ROI1_s1,GSM8641005,C1_D11,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641005_C1_D11_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641005_C1_D11_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641005_C1_D11_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641005_C1_D11_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641005_C1_D11_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641006_C1_D11_ROI2_s1,GSM8641006,C1_D11,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641006_C1_D11_ROI2_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641006_C1_D11_ROI2_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641006_C1_D11_ROI2_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641006_C1_D11_ROI2_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641006_C1_D11_ROI2_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641007_C1_D12_ROI1_s1,GSM8641007,C1_D12,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641007_C1_D12_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641007_C1_D12_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641007_C1_D12_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641007_C1_D12_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641007_C1_D12_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641008_C1_D12_ROI2_s1,GSM8641008,C1_D12,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641008_C1_D12_ROI2_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641008_C1_D12_ROI2_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641008_C1_D12_ROI2_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641008_C1_D12_ROI2_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641008_C1_D12_ROI2_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641009_C1_D13_ROI1_s1,GSM8641009,C1_D13,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641009_C1_D13_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641009_C1_D13_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641009_C1_D13_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641009_C1_D13_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641009_C1_D13_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641010_C1_D13_ROI2_s1,GSM8641010,C1_D13,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641010_C1_D13_ROI2_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641010_C1_D13_ROI2_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641010_C1_D13_ROI2_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641010_C1_D13_ROI2_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641010_C1_D13_ROI2_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641011_C1_D14_ROI1_s1,GSM8641011,C1_D14,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641011_C1_D14_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641011_C1_D14_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641011_C1_D14_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641011_C1_D14_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641011_C1_D14_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641012_C1_D14_ROI2_s1,GSM8641012,C1_D14,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641012_C1_D14_ROI2_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641012_C1_D14_ROI2_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641012_C1_D14_ROI2_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641012_C1_D14_ROI2_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641012_C1_D14_ROI2_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641013_C1_D14_ROI3_s1,GSM8641013,C1_D14,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641013_C1_D14_ROI3_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641013_C1_D14_ROI3_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641013_C1_D14_ROI3_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641013_C1_D14_ROI3_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641013_C1_D14_ROI3_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641014_C1_D1_ROI1_s1,GSM8641014,C1_D1,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641014_C1_D1_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641014_C1_D1_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641014_C1_D1_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641014_C1_D1_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641014_C1_D1_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641015_C1_D2_ROI1_s1,GSM8641015,C1_D2,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641015_C1_D2_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641015_C1_D2_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641015_C1_D2_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641015_C1_D2_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641015_C1_D2_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641016_C1_D3_ROI1_s1,GSM8641016,C1_D3,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641016_C1_D3_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641016_C1_D3_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641016_C1_D3_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641016_C1_D3_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641016_C1_D3_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641017_C1_D4_ROI1_s1,GSM8641017,C1_D4,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641017_C1_D4_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641017_C1_D4_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641017_C1_D4_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641017_C1_D4_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641017_C1_D4_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641018_C1_D5_ROI1_s1,GSM8641018,C1_D5,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641018_C1_D5_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641018_C1_D5_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641018_C1_D5_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641018_C1_D5_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641018_C1_D5_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641019_C1_D6_ROI1_s1,GSM8641019,C1_D6,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641019_C1_D6_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641019_C1_D6_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641019_C1_D6_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641019_C1_D6_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641019_C1_D6_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641020_C1_D7_ROI1_s1,GSM8641020,C1_D7,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641020_C1_D7_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641020_C1_D7_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641020_C1_D7_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641020_C1_D7_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641020_C1_D7_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641021_C1_D8_ROI1_s1,GSM8641021,C1_D8,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641021_C1_D8_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641021_C1_D8_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641021_C1_D8_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641021_C1_D8_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641021_C1_D8_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641022_C1_D8_ROI3_s1,GSM8641022,C1_D8,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641022_C1_D8_ROI3_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641022_C1_D8_ROI3_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641022_C1_D8_ROI3_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641022_C1_D8_ROI3_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641022_C1_D8_ROI3_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641023_C1_D9_ROI1_s1,GSM8641023,C1_D9,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641023_C1_D9_ROI1_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641023_C1_D9_ROI1_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641023_C1_D9_ROI1_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641023_C1_D9_ROI1_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641023_C1_D9_ROI1_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641024_C1_D9_ROI2_s1,GSM8641024,C1_D9,s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641024_C1_D9_ROI2_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641024_C1_D9_ROI2_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641024_C1_D9_ROI2_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641024_C1_D9_ROI2_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641024_C1_D9_ROI2_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,nan;patient_id_inferred_from_Cx_Dx_pattern_not_clinically_verified
GSE282302,GSE282302,main_residual_large_he_st,GSM8641025_C2_D1,GSM8641025,patient_id_unknown_GSM8641025_C2_D1,GSM8641025_C2_D1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641025_C2_D1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641025_C2_D1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641025_C2_D1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641025_C2_D1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641025_C2_D1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,
GSE282302,GSE282302,main_residual_large_he_st,GSM8641026_C2_D10_s1,GSM8641026,patient_id_unknown_GSM8641026_C2_D10_s1,GSM8641026_C2_D10_s1,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641026_C2_D10_s1_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641026_C2_D10_s1_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641026_C2_D10_s1_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641026_C2_D10_s1_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641026_C2_D10_s1_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,
GSE282302,GSE282302,main_residual_large_he_st,GSM8641027_C2_D10_s2,GSM8641027,patient_id_unknown_GSM8641027_C2_D10_s2,GSM8641027_C2_D10_s2,pdac_residual_or_primary_metadata_required,PDAC,post_neoadjuvant_or_folfirinox_context_from_series,10x Visium,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641027_C2_D10_s2_filtered_feature_bc_matrix.h5,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641027_C2_D10_s2_raw_feature_bc_matrix.h5,,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641027_C2_D10_s2_tissue_hires_image.png,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641027_C2_D10_s2_tissue_positions_list.csv,E:\PDAC_TLS\pdac_spatial_ecology\data\raw\GSE282302\GSM8641027_C2_D10_s2_scalefactors_json.json,GEO_filelist,True,True,True,True,True,mvp_expected_complete,,
